reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at
36cb000f-c554-49b0-9984-147e6e3a839f,Pengguna Google,game block blast ini sangat bagus di main kan untuk anak anak karena seru dan bisa menghibur kita saat gabu dan lain lain dan juga block blast ini game nya offline makanya jadi tambah seru karena bisa di mainin di mana aja tanpa internet dan juga untuk mendownload game tidak perlu bayar semuanya gratis dan nyaman untuk dimainkan tapi lebih seru lagi kalo di update online supaya kita bisa by one score sama teman☺️☺️ yuk sekarang block blast karena game ini sangat ngetrand sekarang😁😁,5,5,6.7.8,2025-04-01 04:28:44
7ab755ce-45d9-4e2b-9622-97fb28facb12,Pengguna Google,"gamenya bagus, seru buat main saat gabut. tapi, saya saranin tambahkan fitur akun di gamenya meskipun gamenya offline, kenapa? karna kalo misalnya gamenya kehapus, itu best scorenya masih ada",5,10,6.7.7,2025-03-30 11:18:36
70100b4f-228b-42b5-b302-2434844f327d,Pengguna Google,"block blast!, game ini sangat bagus! game ini cocok untuk saya!, karena game ini bisa melatih otak saya untuk menyusun benda! saya sangat suka game ini! terimakasih sudah membuat game yang bagus! semoga banyak dapat bintang! terimakasih sudah membaca ulasan saya. 😊😊🤗 ASSALAMU'ALAIKUM🙏",5,2,6.7.9,2025-04-03 05:19:35
fd51c95a-fec5-4fdf-b9f8-f57c24d7699d,Pengguna Google,sangat seru dan sangat senang karna aplikasi ini tidak memakai data atau pun wifi di mana mana mau di tempat umum rumah dan tempat lain nya yng tidak memakai wifi atau data. oke terimakasih❤,5,7,6.7.8,2025-04-01 16:20:09
e0c5f540-f385-4dae-b06f-bbc11248729b,Pengguna Google,karna bisa menggunakan aplikasi ini atau permainan ini tanpa wifi atau pun kuota walupun tidak pakai kuota/wifi ini membuat asik dan membuat ketagihan tapi tidak selalu ketagihan dan juga ada waktu game ini cukup asik,5,1,6.7.9,2025-04-03 07:28:55
0a2ab71d-dbb3-433e-9c65-a04b239bf692,Pengguna Google,permainan ini seruu bangett kalauu lagii abiss kuat/wifi pokonya aku suka bangett bisa nemenin saatt kesepian apa lagi sekarang di TikTok makin trend permainan ini tapi pas aku coba emang SE seru ituu lohh kalian yang belum download wajib cobain deh.,5,2,6.7.8,2025-04-02 11:15:50
5bd0ee4d-da4e-4f0a-b9c5-536a962f562f,Pengguna Google,"mainannya sangat bagus dan asik saya sngat suka dengan block blast ini karna selain asik bisa juga membuat kita tidak bosan, dan block blast ini juga slalu memebuat saya merasa tertantang karna saling melawan score tertinggi🙏🏻☺",5,1,6.7.9,2025-04-02 11:11:08
11ec57ea-2ae3-4c16-9bd7-7ff4b7bbe9e9,Pengguna Google,"Gamenya bagus banget, tapi sayangnya selalu ada bug🥲🥲 Ada bug yang membuat saya tidak bisa bermain block blast lagi, tolong segera diperbaiki agar saya bisa bermain lagi dan saya akan memberikan bintang 5",4,21,6.7.7,2025-03-29 23:14:50
a8d4bb2b-9596-4d22-af21-49c285cee40d,Pengguna Google,Game ini seru banget buat ngisi ke gabutan karena bosen ..Soalnya aku orang nya gampang bosen ..jadi pokoknya aku riquest sin ini buat kalian -kalian yang suka bosen kayak aku...Siapa tau game ini cocok buat kamu!!,5,9,6.7.7,2025-03-29 15:04:49
8600d1c8-a3bf-447e-b965-5fcfc8465b7b,Pengguna Google,"overall for this game the best, game classic yang buat nostalgia, jujur game ini sangat seru bikin ketagihan untuk bermain tidak membosan kan, ni game sangat santai bisa menemani waktu luang enak di mainkan sambil denger music dan rebahan XD",5,8,6.7.7,2025-03-30 01:31:10
257557b8-ee07-4e70-8e56-c4ff39fe6ef6,Pengguna Google,"blok blast itu game seruu tapi banyak iklannya juga, tapi blok blast juga bisa membuat kita senang, tapi susah untuk dimainkan tapi walaupun susah masih seruu untuk orang gak punya kuota atau wivi , bisa di mainkan di mana- mana ,game ini bisa men dapat kan sekor sang sangat tinggi mencapai ribuan sekor, dan banyak yang memainkan game ini, game ini juga merupakan game offline, game ini juga bisa menunggu buka puasa dan gak jadi lebih lapar lagi main ini bisa tidurran duduk tengkurep bay bay Hi i",5,1,6.7.8,2025-04-03 02:04:46
ee6f128c-7490-47f9-a1a8-4f0a47a5ad9f,Pengguna Google,"wajib download sih, soalnya nya game ini cocok banget buat kalo kita lagi gak ada Kouta,dan gara gara game ini aku kalo gak ada Kouta aku gak pusing mau buka apa, sekarang gak pusing lagi deh karena ada Block blast!, wajib download NYESEL GAK DOWNLOAD!!",5,6,6.7.7,2025-03-31 07:51:33
f15b245d-ffe5-40f1-bcd0-5ea2112517b5,Pengguna Google,"ga disarankan buat orang yang lagi haid, apalagi orang yang pemarah, seru sih tapi mancing perkoro, menantang buat bermain dengan game simple seperti ini, kalau bisa nambahin fitur fitur lain biar makin nambah seru dengan game simple kayak gini, tapi lama lama juga bosan kalau gaada update apa gitu, karena sekarang game nya lagi hype.'v'",3,27,6.7.7,2025-04-01 10:53:11
01ea31a0-402e-4ca5-be36-2618cd410cd9,Pengguna Google,game ini sangat bagus walau banyak yg niru game ini tapi ini yg paling bagus tapi saya mau bug block blas tapi sudah di perbarui jadi tolong jangan di perbarui saya ingin seperti blok blast versi 6.4.5 versi 6.4.5 ini yg sangat bagus,5,1,6.7.8,2025-04-02 06:24:54
2ed5308d-0edf-4198-912b-523399d43809,Pengguna Google,"block blast itu seru bgt klo ga ada data/wifi bisa bgt main block blast bisa nemenin kita yang lagi bosen, penasaran pengen dwonload game block blast tau² nya nanti kecanduan kaya aku cepetan deh dwonload block blast🌸🌸",5,5,6.7.7,2025-03-30 11:37:27
691c0d40-2fd6-49d7-9c6d-5928f6eb3f01,Pengguna Google,game nya seru bgt bisa offline lagi tapi aku mau coba bug nya gabisa klo bisa ada tulisan tutorial bug di home game nya skian minta THR🤘🏻🙏🏻🤭,5,5,6.7.7,2025-03-30 15:26:00
6a34ccb0-5e9a-4f0c-a2df-1d198925d8b1,Pengguna Google,game ini bagus buat yang gak ada wifi dan pulsa apalagi saat kalian lagi gabut 🤫 menantang sih emang ini game sumpah game block kayak gini dulu gak laris sekarang cihuy laris cuy ini game masih populer sampe kapan ya ?,5,3,6.7.8,2025-04-01 12:38:57
c94992f5-b4a6-4cff-bff6-2600f2dd6745,Pengguna Google,game nya seru banget bikin nagih deh dan bisa gak pakai wifi/kouta jadi kalo berpergian ga bosen deh ringan mainin ini Block Blast! seru banget mama aku aja suka abang aku temen aku semua suka jadi semua pada donwload ini hehe bagus bet ni game 𝐝𝐚𝐡 𝐛𝐢𝐤𝐢𝐧 𝐠𝐤 𝐛𝐨𝐬𝐞𝐧 𝐝𝐚𝐧 𝐬𝐞𝐥𝐚𝐥𝐮 (°ロ°) ! ◡̈⋆ⒽⒶⓅⓅⓎ😊,4,8,6.7.7,2025-03-29 17:15:44
c3d2ff5c-a888-48c3-aeab-21a141ee8a51,Pengguna Google,sebenarnya gamenya sudah bagus dan seru tetapi untuk versi android tolong tambahin efek keren saat pecahan block blast nya!!!,4,1,6.7.8,2025-04-02 12:09:54
3607add0-28bc-4c98-bd07-432c29bd179f,Pengguna Google,gamenya sih seru tapi pas kepepet gak ada cela untuk naroh block jadi bikin emosi. saran gw update lah yg bisa block nya bisa diputar putar masak game seru jadi punah ah gak seru nih admin,5,0,6.7.9,2025-04-02 14:08:41
ddea1ff2-4bf2-4e9b-ad6a-16f230414054,Pengguna Google,seru banget game nya bisa offline tapii kalo aku pas main online banyak iklan nya bisa gak sih iklan nya di hapus aja dan buat block blast tolong jangan buat block nya yang susah susah!,5,1,6.7.8,2025-04-02 04:23:56
eff92305-39d1-4ac1-9826-6434792cae28,Pengguna Google,tolong update untuk tambahkan fitur kustomisasi block atau latar gitu terus multiplayer adu score lalu Avatar dan event kayak skin block atau animasi lain gitu agar bagus saat memainkan nya,5,3,6.7.8,2025-04-01 13:57:48
f11b88a3-508a-4080-91ae-014e996af6c2,Pengguna Google,"yah game nya bagus, cuman kenapa harus update setiap hari dan ukurannya juga 24 mb, perbaikan byg dan glitch kah??, kalo iya kenapa gak sebulan 2 bulan sekali ini hampir tiap hari",5,0,6.8.0,2025-04-03 07:14:27
f7a1a9a8-d525-4ca1-a92c-9981f3fbf711,Pengguna Google,ini game seru banget sama ini pas bulan Ramadhan cocok banget sih buat nungguin berbuka apalagi lagi gabut banget ini sih cocok banget ya dan kalian yang bosen juga boleh mainin ini supaya kalian pro dan juga kalo mau disuruh lomba sama kakak atau abang cocok banget nih game yu di download,5,0,6.7.9,2025-04-03 11:34:13
ce214985-9c90-4732-b132-00698fbe6510,Pengguna Google,"sumpahh ini game kaga pernah nge bosenin ,malah ke canduan dan selalu di mainin kalau lagi gabut atau pun ga punya kuota dan block blast itu selalu nemenin kapanpun dan dimanapun ituuu,gokilll si game satu ini",5,0,6.7.8,2025-04-01 13:07:09
e2d59517-dfe7-4e5e-90b8-912167068b3f,Pengguna Google,"game nya bagus,bisa offline jadi kalau ga ada data atau wifi bisa main ini aja kekurangannya 1 block nya itu"" aja",5,0,6.8.1,2025-04-03 11:44:24
96da54a2-215b-4996-8e30-471711dd38be,Pengguna Google,Asyik & seru.Mengajari kita utk bisa mencari celah yg bisa mengatasi setiap permasalahan yg ada dalam hidup.Bisa meredakan ketegangan & bisa melupakan sejenak kejenuhan & rasa tegang.Tolong selalu ada update & background yg baru agar tidak bosan.🙏,5,1705,6.3.7,2025-01-19 15:03:36
c0ed53f3-0697-4c87-b387-934ee7a9d945,Pengguna Google,"Game gk worthit, cuma bisa stuck di score 3000an setelah itu dikasih block yg bikin buntu biar langsung kalah, setelah itu kita bakalan nonton iklan karena terpaksa untuk lanjutin score sebelum ny. Tetapi kita nonton iklan untuk lanjutin score sebelum ny juga gk guna karena setelah beberapa giliran, kita juga bakal diberi block buntu lagi. Siklus nya begitu terus, intinya ini game hanya untuk mendapatkan keuntungan dari iklan. Berbeda dengan konsep game block lain yg pernah saya mainkan.",1,204,6.4.8,2025-03-14 04:13:48
3da0dca8-cabe-4302-84c2-f07417b835c6,Pengguna Google,"Block Blast! game yang seru bisa dimainkan kapanpun dan dimanapun game nya offline jadi tidak perlu wi-fi dan kuota internet game nya mudah dan menyenangkan,game ini juga sangat unik kita harus menyusun kotak kotak dan jika tidak muat berarti kita gagal,oke segitu saja ya,saran saya mungkin pihak Block Blast bisa meng upgrade game ini agar bisa lomba 1 vs 1 secara online Terimakasih ya pihak Block Blast",5,41,6.6.8,2025-03-25 00:18:57
d9215a23-72f7-44d8-a330-357d53e6074d,Pengguna Google,"Sumpah, seru bgt njirr gk pernah bosen mah kalau gini.tapi...harusnya main sama temennya itu offline 😭 tapi gpp lah penting seru dimainin. dlu gk viral tapi sekarang tersebar dimana mana 😭👌 bagi yg gk punya kouta/offline, mending main ini, dijamin ketagihan 🤩 Ada aja tapi bug nya jadi harus sabar 🗿 gitu aja yg aku sampai kan bayyy 👋",5,8,6.7.3,2025-03-26 13:40:04
c63c77e7-f2f5-42c9-8989-33356cde2d82,Pengguna Google,"game nya seru banget perasaan game ini pas dulu gk terlalu rame yg main,sekarang udh jdi trend,saran ku bug ny hapus aja,kan kata mamak gw main tu pake otak bukan pake bug,game ini melatih otak loch offline lagi jadi seruu",5,0,6.6.4,2025-04-02 07:56:55
39e6e075-1ae6-49eb-8285-f1496e08be78,Pengguna Google,"dear developer!!!!!.tolong di hp saya selalu ga ada iklan padahal saya udah menggunakan data dan wifi saya,padahal sinyal bagus,tpi masi tetep ga ada iklannya,tolong perbaiki device:OPPO A37F versi android:5.1.1 versi colorOS:3.0.0i catatan📃:NANTI SAYA KASIH BINTANG 5 KALO UDAH DI FIX BUG NYA!!!!!",3,118,6.6.7,2025-03-19 17:00:52
2019fb36-df84-43a6-b98d-42c2b736702e,Pengguna Google,"SERU BANGETTTTT! aku kasih tau ya(karena ada yang kritik kalo blocknya ngga ada tempat), kalo emang ngga ada tempat berarti kalian yang salah, kalian kudu dari awal pas keluar 3 block, lalu kalian harus nyoba satu-satu buat tau yang ngga punya tempat, kalo iya, block yang punya tempat itu kudu bisa membuat tempat buat yang ngga punya tempat! gitu, your welcome guys!~adik ini akun",5,27,6.7.6,2025-03-28 21:24:09
892e01fa-f9a0-487f-9b07-d00c22c89203,Pengguna Google,gamenya seru bisa dimainkan jika tidak punya kuota atau sedang berpergian. baru kali ini saya mau tidur harus mikir cara nyusun block. walau seperti itu game ini sangat cocok dengan saya yang gampang bosan. saya harap kedepannya ada banyak peningkatan dari game ini.,5,5,6.7.0,2025-03-27 08:30:59
42fc2641-d15e-4dbc-8a33-d5757cee398b,Pengguna Google,game nya seru banget....tapi kenapa sekarang malah banyak iklan ya? plisss lahhh jangan Adain iklan.....sama juga kadang kadang skor nya lambat banget!.......apa lagi pas udah ke Pepet cuman bisa blok kecil malah dikasih blok besar semuaaaa......😤,4,59,6.6.3,2025-03-15 00:32:01
a92ae0da-13fd-4c68-9e07-1743f8a7a58b,Pengguna Google,"suka banget si sama game ini,soalnya ga gampang ngebosenin. terus mainin nya seru banget lagii,pokonya dijamin gabakal bosen😻 kita juga harus menyusun block¹ yg di sediakan,dan bermacam macam blocknyaa👍🏻 seru banget deh ini gamenya😄",5,9,6.7.0,2025-03-24 14:02:01
1ea6bd4d-c9f7-48e5-ac15-85846cd40f1a,Pengguna Google,"sangat seru untuk di mainkan sampai ketagihan, permainan ini mengartikan berfikir sebelum bertindak, dan permainan ini tidak.menggunakan kuota jadi cocok untuk bermain jika kuota habis, buruan di download biar merasakan ketagihan nyaa😊😊",5,1,6.7.0,2025-04-03 15:15:52
fd65c4f6-162e-4bff-9ca0-7ac59bbe7e73,Pengguna Google,"game nya tuh seru banget,tapi minta tolong banget iklan nya kurangin,setiap game nya over pasti selalu ada iklan,walau pun data/Wi-Fi nya di matiin TPI tetep aja ada iklan,jadi tolong kurangin iklannya pliss",4,37,6.6.7,2025-03-19 15:09:23
